uf,municipality,district,sub_district,tract,urban_rural,place,address_1,address_2,house_number,modifier,complement1,value_1,complement_2,value_2,complement_3,value_3,complement4,value_4,complement_5,value_5,complement_6,value_6,latitude,longitude,borough,nil,landuse_id,landuse_description,multiple,collective_name,block_number,face_number,post_code,code_tract
22,7553,5,0,9,2,RUA,NA,PRINCIPAL,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MODESTO LOPES,NA,6,BAR,1,NA,8,2,64618000,220755305000009
29,25303,5,0,140,1,RUA,NA,YVAN CARLOS CONCEICAO DA SILVA,164,NA,LADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARQUE ECOLOGICO JOAO CARLOS,NA,6,OFICINA,1,NA,5,1,45810000,292530305000140
31,38708,5,0,2,1,RUA,NA,PEDRO TERRA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BELA VISTA,NA,6,CENTRO ESPIRITA,1,NA,6,1,37240000,313870805000002
29,405,5,0,18,2,FAZENDA,NA,MASSANGANO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAZENDA MASSANGANO,NA,6,BARBEARIA,1,NA,0,0,48170000,290040505000018
15,1402,75,0,44,1,TRAVESSA,NA,VILETA,1534,NA,SOBRADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BELEM,NA,6,SAIBER,1,NA,1,1,66085710,150140275000044
35,50308,16,0,63,1,AVENIDA,NA,NOSSA SENHORA DE SABARA,4029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA SABARA,NA,6,ASSOCIACAO C0NGREGACAO DE SANTA CATARINA,1,NA,1,4,4447021,355030816000063
26,11606,5,18,17,1,RUA,DOM,BOSCO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SOLEDADE,NA,6,RADIO PATRULHA,1,NA,1,4,50070070,261160605180017
15,6302,5,0,14,1,TRAVESSA,NA,VICTOR ENGELHARD,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SALVATERRA,NA,6,SAPATARIA CALCE BEM,1,NA,3,4,68860000,150630205000014
26,9709,15,0,16,2,SITIO,NA,CARAUBAS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARAUBAS,NA,3,CULTIVO DE MILHO E FEIJAO,NA,NA,1,3,55745000,260970915000016
33,4557,5,17,87,1,PRACA,NA,ENGENHO NOVO,0,SN,LOJA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENGENHO NOVO,NA,6,LANCHES BOMBONIER JORDEL,1,NA,2,1,20961150,330455705170087
42,2107,5,0,28,1,RUA,NA,ORIDES DOS SANTOS,97,NA,BARRACAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAO CRISTOVAO,NA,6,FABRICA DE ESQUADRIAS,1,NA,9,1,88390000,420210705000028
15,2509,5,0,15,2,ILHA,NA,CAVIANA,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,00 12 48.3780 N,50 13 11.0160 O,SANTAS ALMAS,NA,3,RETIRO GADO,NA,NA,0,0,68880000,150250905000015
51,5606,5,0,25,1,LINHA,NA,DA PM,0,SN,CASA,FUNDOS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 11 17.8920 S,54 55 58.0200 O,AREA DO CIDADE ALTA,NA,3,CRIACAO DE GALINHA,NA,NA,0,0,78525000,510560605000025
50,3207,5,0,2,1,RUA,NA,CUIABA,446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ASSISTENCIA TECNICA DE CELULARES,1,NA,2,3,79302060,500320705000002
31,9303,5,0,27,2,ESTRADA,NA,BURITIS ANARAI,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 39 7.8960 S,46 50 39.9240 O,PA ANARAI,NA,3,PLANTIO DE MANDIOCA,NA,NA,0,0,38660000,310930305000027
31,27602,5,0,8,1,RUA,NA,LAURINDO FERREIRA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO CENTRO,NA,6,FF,1,NA,5,2,39120000,312760205000008
26,2902,5,0,51,1,RUA,NA,ALDINO FRANCISCO DA SILVA,100,FA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COHAB,NA,6,ESTABELECIMENTO DE PRODUCAO DE SORVETE,1,NA,2,3,54520590,260290205000051
26,6408,5,0,8,1,RUA,VISCONDE,DE PIRAJA,0,SN,GARAGEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PRADO,NA,6,GARAGEM,1,NA,2,2,55640000,260640805000008
13,2603,5,12,226,1,RUA,NOSSA SENHORA,FATIMA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA ETELLVINA,NA,4,ESCOLA ESTADUAL,1,NA,8,3,69059000,130260305120226
29,17508,5,0,23,1,CAMINHO,NA,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACOBINA 2,NA,6,ENVAZAMENTI AGUA COCO,1,NA,8,1,44700000,291750805000023
33,5752,5,0,67,1,RUA,NA,SEM NOME,0,SN,CASA,2,LADO,ESQUERDO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,POSSE DOS COUTINHOS,NA,3,CULTIVO DE LARANJA,NA,NA,2,3,24890000,330575205000067
29,14109,5,0,3,1,RUA,NA,MIGUEL CALMON,859,FNS,SOBRADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,PNEUS CASTRO PECAS E ACESSORIOS,1,NA,36,2,47590000,291410905000003
43,14902,5,0,587,1,RUA,NA,CALDRE FIAO,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANTONIO,NA,6,CABELEREIRO,1,NA,1,11,90660110,431490205000587
52,8707,5,20,18,1,AVENIDA,NA,CASTELO BRANCO,2894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAMPINAS,NA,6,A TELAS ALAMBRADOS,1,NA,9,3,74513100,520870705200018
33,4557,5,23,281,1,RUA,NA,ITANGUA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAMPO GRANDE,NA,6,MECANICA JESUS,1,NA,1,3,23017150,330455705230281
42,8203,5,0,180,1,RUA,NA,MANOEL JOAQUIM COELHO,268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DOM BOSCO,NA,6,IGREJA,1,NA,1,2,88307090,420820305000180
33,5802,10,0,16,2,ESTRADA,NA,TERESOPOLIS FRIBURGO,0,KM 15,CASA,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,IMBIU,NA,3,CULTIVO E VENDA DE HORTALICAS,NA,NA,1,1,2976442,330580210000016
33,209,5,0,88,1,RODOVIA,NA,ARARUAMA RIO BONITO,199,NA,LOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAZENDINHA,NA,6,MARCENARIA,1,NA,6,3,28970000,330020905000088
21,3307,5,0,55,1,RUA,NA,ONZE,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAO FRANCISCO,NA,6,DEPOSITO BEBIDAS,1,NA,11,1,65400000,210330705000055
25,9396,5,0,11,1,RUA,NA,JOAO RAMALHO DE FREITAS,11,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,GARAGEM,1,NA,10,4,58737000,250939605000011
29,1403,15,0,5,2,ESTRADA,NA,VARZEA MIMOSA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VARZEA MIMOSA,NA,3,CURRAL,NA,NA,11,1,47960000,290140315000005
15,4000,5,0,17,2,IGARAPE,NA,PAXIBA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01 57 42.5520 S,49 19 42.3240 O,ILHA SARACA,NA,3,SITIO LARVA,NA,NA,0,0,68415000,150400005000017
29,14505,5,0,29,1,RUA,NA,DA MANGABEIRA,871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MANGABEIRA,NA,6,DEPOSITO DE RACAO,1,NA,1,3,44255000,291450505000029
25,2201,5,0,1,1,RUA,NA,SEBASTIAO BANDEIRA DE MELO,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,OFICINA DE AUTOMOVEIS,1,NA,24,2,58930000,250220105000001
15,2103,10,0,3,2,ESTRADA,NA,PA 469,1,KM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02 16 55.9920 S,49 22 2.2920 O,CARAPAJO,NA,3,PLANTIO ACAI,NA,NA,0,0,68400000,150210310000003
31,69901,5,0,125,1,RUA,SANTO,ANTONIO,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,4,CENTRO EDUCACIONAL JEAN PIAGET,1,NA,1,1,36500000,316990105000125
22,11001,5,7,9,1,RUA,NA,TRINTA E UM DE MARCO,2680,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PLANALTO,NA,6,FARMACIA,1,NA,6,1,64050310,221100105070009
33,4557,5,19,55,1,RUA,NA,JULIANO DE MIRANDA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VICENTE DE CARVALHO,NA,6,BAR,1,NA,1,1,21371090,330455705190055
26,15706,15,0,5,2,ESTRADA,NA,SITIO NOVO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07 46 46.3980 S,38 04 11.7900 O,SITIO NOVO,NA,3,CRIACAO DE GADO,NA,NA,0,0,56870000,261570615000005
43,16204,5,0,9,2,ESTRADA,NA,MELADO RS 404,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27 48 20.9220 S,52 51 43.3380 O,MARCON,NA,6,CEMITERIO DA COMUNIDADE MARCON,1,NA,0,0,99590000,431620405000009
41,28005,5,0,19,1,RUA,NA,PEDRO DE OLIVEIRA,717,NA,ANDAR,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,2,NA,NA,NA,3,1,85440000,412800505000019
35,49805,5,0,198,1,AVENIDA,NA,FRANCISCO DAS CHAGAS OLIVEIRA,244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM PINHEIROS,NA,5,CLINICA MEDICA,1,NA,18,1,15091330,354980505000198
31,68606,5,0,131,2,CORREGO,SAO,BENEDITO,0,SN,CASA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17 40 46.7280 S,41 35 20.3940 O,TEOFILO OTONI,NA,3,CRIACAO DE GALINHAS,NA,NA,0,0,39800000,316860605000131
29,14802,5,0,14,1,AVENIDA,NA,JURACY MAGALHAES,283,NA,ANDAR,1,SALA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALTO MIRANTE,NA,6,ESPACO VIDA SAUDAVEL,1,NA,7,7,45603232,291480205000014
35,9502,5,0,369,1,AVENIDA,NA,JOSE PANCETTI,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VL PROOST DE SOUZA,NA,6,LOJA HIDRAULICA,1,NA,7,2,13033740,350950205000369
28,308,5,0,13,1,RUA,NA,LARANJEIRAS,574,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJA DE CONFECCAO FEMININA,1,NA,4,3,49010000,280030805000013
33,6008,5,0,11,1,RUA,NA,ANTONIO FERNANDES OLIVEIRA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,4,ESCOLA NOSSA SENHORA APARECIDA,1,NA,1,9,25803080,330600805000011
33,4557,5,17,313,1,RUA,NA,DA PAZ,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PICA PAU,NA,6,IGREJA,1,NA,1,1,20785150,330455705170313
35,50308,22,0,32,1,AVENIDA,NA,GASPAR DE BRITO,227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CD ADEMAR,NA,6,LIDIA CABELEIREIRA,1,NA,1,5,4403110,355030822000032
31,6200,5,63,215,1,RUA,NA,CURVELO,32,NA,SALA,304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FLORESTA,NA,5,CONSULTORIO DENTARIO,1,NA,1,4,31015174,310620005630215
25,3506,5,0,2,1,RUA,NA,EPITACIO PESSOA,1,SMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,MERCADINHO,1,NA,5,3,58230000,250350605000002
27,8006,5,0,11,1,AVENIDA,NA,DELMIRO GOUVEIA,241,NA,DEPENDENCIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAMOXINGA,NA,6,COMERCIO DE ALIMENTOS,1,NA,12,1,57500000,270800605000011
15,7409,5,0,17,2,RODOVIA,NA,KM 21,0,SN,FAZENDA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BR 316,NA,3,CURRAL,NA,NA,2,1,68748000,150740905000017
35,40606,5,0,21,1,AVENIDA,NA,ARMANDO SALES DE OLIVEIRA,745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JD SANTA ELIZA,NA,6,TAPCARIA,1,NA,1,1,18540000,354060605000021
15,4802,5,0,58,2,RAMAL,NA,TERRA PRETA,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TERRA PRETA,NA,6,IGREJA CATOLICA,1,NA,0,0,68220000,150480205000058
31,61502,5,0,12,2,ESTRADA,SANTA,ROSA DIVINESIA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 55 55.8540 S,42 56 27.5940 O,SITIO SANTA ROSA,NA,3,GADO LEITEIRO,NA,NA,0,0,36530000,316150205000012
25,8505,5,0,7,2,SITIO,NA,BATALHA,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LIVAMENTO,NA,3,CULTIVO DE MILHO,NA,NA,0,0,58690000,250850505000007
31,51206,5,0,31,1,AVENIDA,NA,WALDEMAR FARIAS ALVES,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOVA PIRAPORA,NA,6,DEPOSITO PAV GAS,1,NA,10,1,39270000,315120605000031
35,50308,85,0,46,1,TRAVESSA,NA,PARTICULAR,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA FORMOSA,NA,6,INDUSTRIA PLASTICO,1,NA,5,2,9999999,355030885000046
33,2403,5,3,27,1,AVENIDA,NA,W 20,285,NA,LOJA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAGOMAR,NA,6,VENDA DE PRODUTOS DIVERSOS,1,NA,1,11,27970220,330240305030027
31,37601,5,0,6,1,RUA,NA,MELO VIANA,536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VARZEA,NA,6,IGREJA BATISTA VERDADE VIVA,1,NA,8,2,33400000,313760105000006
27,6505,5,0,4,1,RUA,NA,MENDONCA ALVES,1216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ARMARINHO,1,NA,10,3,57930000,270650505000004
50,6002,5,0,13,2,TRAVESSAO,NA,FAZENDA SAO PEDRO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 40 7.7880 S,53 49 57.2160 O,ASSENTAMENTO PAM 1,NA,3,MANGUEIRO DE LEITERIA,NA,NA,0,0,79140000,500600205000013
29,27408,5,26,162,1,RUA,NA,PORTELA FIGUEREDO,61,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LOTEAMENTO COQUEIRO GRANDE JAGUARIPE 1,NA,6,SERRALHERIA,1,NA,4,1,41330775,292740805260162
35,22208,5,0,10,1,RUA,NA,MIGUEL ROTGER DOMINGUES,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,IMOBILIARIA,1,NA,1,4,6850780,352220805000010
31,6200,5,65,407,1,RUA,NA,CESARIO ALVIM,408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PADRE EUSTAQUIO,NA,6,ESCOLA DE EVANGELIZACAO,1,NA,2,3,30720270,310620005650407
33,704,5,0,180,1,AVENIDA,NA,EZIO CARDOSO DA FONSECA,64,NA,LOJA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM ESPERANCA,NA,6,VENDA MELANCIA,1,NA,1,1,28020000,330070405000180
23,7304,5,0,256,1,RUA,NA,JAIME DORCY,238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JOAO CABRAL,NA,6,MERCEARIA DE ALIMENTOS,1,NA,3,1,63050650,230730405000256
52,17609,5,0,68,1,RUA,NA,LAGOA FORMOSA,41,8B,CHACARA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15 26 2.5740 S,47 33 14.5620 O,BAIRRO SAO JOSE,NA,3,AGRICOLA,NA,NA,0,0,73750000,521760905000068
23,3659,5,0,11,2,RODOVIA,NA,CE 265,8,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAGAMAR,NA,3,CURRAL DE GADO,NA,NA,0,0,62297000,230365905000011
52,10406,5,0,35,2,FAZENDA,NA,FRANCA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16 00 8.4180 S,49 51 23.6460 O,ZONA RURAL,NA,3,CRIACAO DE GADO,NA,NA,0,0,76630000,521040605000035
35,50308,60,0,205,1,RUA,NA,COTOXO,439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PERDIZES,NA,6,ADMINISTRACAOESC,1,NA,1,4,5021001,355030860000205
31,55702,15,0,2,2,RODOVIA,NA,MG 123,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20 01 24.2280 S,43 06 25.4460 O,CAXAMBU,NA,3,GADO LEITEIRO E CORTE EUCALIPTO MILHO,NA,NA,0,0,35940000,315570215000002
29,21500,5,0,100,2,ESTRADA,NA,DO ITAPICURU A CANAS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 14 12.6720 S,39 27 32.1180 O,SAO JOAO DOS CAMPOS,NA,6,GARAGEM,1,NA,0,0,48800000,292150005000100
33,4557,5,31,48,1,RUA,NA,RIACHO DE SANTANA,255,FRENTE,OUTROS,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GUARATIBA,NA,6,BAR  DA GLORIA,1,NA,1,13,23035120,330455705310048
35,9957,5,0,2,1,RODOVIA,PRESIDENTE,DUTRA BR116,0,SN,LADO,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DUTRA KM 116,NA,6,LOJA DE VARIEDADES,2,NA,22,1,12615000,350995705000002
43,20263,18,0,4,2,ESTRADA,NA,SANTO ANTONIO LINHA BRASIL,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29 19 45.8400 S,52 50 25.2300 O,SANTO ANTONIO,NA,3,PAIOL DE FUMO,NA,NA,0,0,96910000,432026318000004
42,14508,5,0,6,1,RUA,NA,CAMPINAS,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TAIOZINHO,NA,6,SALAO DE CABELEREIRO,1,NA,3,1,89198000,421450805000006
33,5554,5,0,67,1,RUA,NA,MAGALDI,4,NA,LOJA,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VERA CRUZ,NA,6,OFICINA DE RADIADORES,1,NA,1,1,23890000,330555405000067
41,4501,15,0,5,2,RUA,NA,PR,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LAGEADO GRANDE,NA,3,PRODUCAO DE LEITE,NA,NA,0,0,85760000,410450115000005
35,51009,5,0,161,1,RUA,NA,CAMAIORE,10,NA,CASA,1,CASA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA MARGARIDA,NA,6,LOJINHA DE ARTIGOS EVANGELICOS,1,NA,2,2,11335010,355100905000161
42,11256,5,0,6,2,ESTRADA,NA,GERAL VILA RONSANE,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28 51 26.3220 S,49 40 59.9340 O,VILA RONSANE,NA,3,FAZENDA FUMO,NA,NA,0,0,88925000,421125605000006
31,36702,80,0,2,1,RUA,NA,ANTONIO JACINTO DE OLIVEIRA,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HUMAITA TORREOES,NA,6,SALAO DA COMUNIDADE,1,NA,3,1,36107800,313670280000002
43,17400,5,0,1,1,RUA,NA,BENJAMIM CONSTANT,358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,FAZENDO ARTE,1,NA,1,4,97700000,431740005000001
26,4106,5,0,44,1,TRAVESSA,NA,ROBERTO MESQUITA,8,NA,BOX,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MAURICIO DE NASSAU,NA,6,BARZINHO,1,NA,1,2,55014131,260410605000044
43,4507,20,0,17,2,CORREDOR,NA,DOS REIS,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31 09 29.4240 S,52 40 33.3120 O,FLORIDA,NA,3,PLANTACAO DE MILHO,NA,NA,0,0,96600000,430450720000017
35,41000,5,0,336,1,AVENIDA,PRESIDENTE,KENNEDY,1937,NA,OUTROS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GUILHERMINA,NA,5,CASA DE SAUDE DE SANTOS MUSFTAR,1,NA,2,1,11702200,354100005000336
43,4507,10,0,13,2,ESTRADA,NA,DAS TRES PEDRAS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COXILHA DAS TRES PEDRAS,NA,3,LAVOURA DE FUMO MILHO,NA,NA,0,0,96600000,430450710000013
33,4201,5,0,9,1,RUA,NA,ANTONIO ALVES DE ALMEIDA,41,NA,TERREO,loja,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOVO SURUBI,NA,6,PADARIA,1,NA,7,2,27512150,330420105000009
35,50308,11,0,14,1,RUA,NA,BENEDITO MICELLI,0,SN,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA PENTEADO,NA,6,GARAGEM,1,NA,1,4,2850000,355030811000014
23,3931,8,0,4,2,ASSENTAMENTO,SAO,JOAO DOS CARNEIROS,70,NA,CASA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 44 22.9140 S,39 07 30.2040 O,ASSENTAMENTO SAO JOAO DOS CARNEIROS,NA,3,CRIATORIO DE SUINOS,NA,NA,0,0,63950000,230393108000004
35,50308,68,0,284,1,RUA,SAO,JOAO CLIMACO,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAO JOAO CLIMACO,NA,6,IMOBILIARIA,1,NA,3,4,4255000,355030868000284
15,800,5,0,280,1,PASSAGEM,NA,UNIAO,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANANINDEUA,NA,6,LAN HOUSE,1,NA,3,3,67000000,150080005000280
35,50308,30,0,34,1,RUA,NA,NORBERTO RIESTA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM NORONHA,NA,6,MERCADO E PADARIA,1,NA,2,4,4853080,355030830000034
29,14653,5,0,5,1,AVENIDA,NA,MANOEL RIBEIRO CARNEIRO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,VENDA DE AGUAS E GAS DE COSINHA,1,NA,13,1,45848000,291465305000005
27,300,5,0,36,1,RUA,NA,BRASILIA,82,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BRASILIA,NA,6,CAB,1,NA,7,2,57313130,270030005000036
31,65552,5,0,9,2,CORREGO,NA,BEBEDOURO,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17 30 40.6980 S,42 11 31.4100 O,CORREGO BEBEDOURO,NA,3,CHACARA DO SEU GERALDO,NA,NA,0,0,39688000,316555205000009
35,50308,59,0,135,1,RUA,PADRE,JOAO,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PENHA,NA,6,OTICA GARDI,1,NA,2,2,3637000,355030859000135
35,15509,5,0,34,1,AVENIDA,NA,BRASIL,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PQ INDUSTRIAL,NA,6,CONCREPLAN,1,NA,2,4,15600000,351550905000034
35,50308,18,0,89,1,RUA,NA,FLORENCIO DA SILVA,162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA LIBANESA,NA,6,ESTA FECHADO,1,NA,3,4,3738260,355030818000089
26,11606,5,22,64,1,RUA,ESCRITOR,ALEXANDRE NEPTUNO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AFOGADOS,NA,6,OFICINA,1,NA,3,2,50830720,261160605220064
35,37008,5,0,7,1,RUA,NA,FRANCISCO FERREIRA RAMOS,133,NA,LOJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BELA VISTA,NA,6,LOJA DE ESTOFAMENTOS,1,NA,16,3,14470000,353700805000007
25,13851,5,0,1,1,AVENIDA,NA,FENELON MEDEIROS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,PRACA PUBLICA,1,NA,15,3,58675000,251385105000001
43,5108,5,11,2,1,RUA,NA,QUITERIA MANO,1058,NA,SOBRADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA LUCIA,NA,6,SALAO DE BELEZA,1,NA,4,1,95030630,430510805110002
31,27339,5,0,1,1,RUA,NA,JOAQUIM GENRO,520,NA,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,BIBLIOTECA PUBLICA MUNICIPAL JOAO DE SOU,1,NA,13,2,39505000,312733905000001
