uf,municipality,district,sub_district,tract,urban_rural,place,address_1,address_2,house_number,modifier,complement1,value_1,complement_2,value_2,complement_3,value_3,complement4,value_4,complement_5,value_5,complement_6,value_6,latitude,longitude,borough,nil,landuse_id,landuse_description,multiple,collective_name,block_number,face_number,post_code,code_tract
29,27408,5,6,36,1,RUA,NA,ALAGOAS,57,NA,SOBRADO,NA,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTA CRUZ,NA,6,BAR,1,NA,1,2,41925725,292740805060036
35,30607,13,0,35,1,AVENIDA,NA,NILO MARCATO,1961,NA,GARAGEM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JD SAO PEDRO,NA,6,IGREJA EVANGELICA,1,NA,3,3,8830010,353060713000035
29,9307,5,0,36,2,FAZENDA,NA,TATU,11,"NAO TEM",CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 27 40.9140 S,44 37 47.2140 O,TATU,NA,3,AGRICULTURA,NA,NA,0,0,47650000,290930705000036
35,6904,5,0,1,1,RUA,NA,NOVE DE JULHO,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ADVOGACIA,1,NA,1,1,18590000,350690405000001
25,6707,5,0,7,2,RIACHO,NA,DAS COBRAS,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DAS COBRAS,NA,3,PROPRIEDADE DE ZE PAULO,NA,NA,0,0,58745000,250670705000007
41,6902,5,6,262,1,RUA,NA,MAXIMILIANO BOSCARDIM,662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FAZENDINHA,NA,6,IGREJA METODISTA,1,NA,6,2,81330500,410690205060262
29,33158,5,0,2,1,RUA,NA,MARIA MARQUES DA CONCEICAO,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VARZEA NOVA,NA,6,GARAGEM,1,NA,8,2,44690000,293315805000002
32,3908,5,0,36,2,CORREGO,NA,DO OURO,9,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,LAVOURA DE CAFE,NA,NA,0,0,29830000,320390805000036
35,1608,5,0,2,1,RUA,NA,7 DE SETEMBRO,482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,OPERADORA CELULAR TIM,1,NA,26,1,13465320,350160805000002
29,14109,10,0,1,1,PRACA,NA,DO MERCADO,303,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA IBIPETUM,NA,6,COMERCIO DE BEBIDAS,1,NA,3,2,47590000,291410910000001
24,2402,5,0,7,2,SITIO,NA,NOVA SORTE,1,SMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06 36 35.0040 S,36 27 35.2440 O,SITIO NOVA SORTE,NA,3,CURRAL,NA,NA,0,0,59374000,240240205000007
31,68804,15,0,2,2,AREA,NA,DO BANQUINHO,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21 10 8.7900 S,44 06 21.3720 O,ELVAS,NA,6,CAMPO DE FUTEBOL,1,NA,0,0,36325000,316880415000002
29,6857,5,0,21,2,AREA,NA,02,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CALDEIRAO DO SAPO,NA,3,CASA,NA,NA,2,1,44645000,290685705000021
33,4557,5,16,145,1,RUA,NA,VICOSA,121,NA,LOJA,a,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PENHA CIRCULAR,NA,6,BAR,1,NA,1,3,21210370,330455705160145
50,8404,5,0,4,1,RUA,RAINHA,DOS APOSTOLOS,956,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,SALAO VAGO,1,NA,5,2,79710000,500840405000004
31,7406,10,0,2,2,ESTRADA,NA,DA BARRA,0,SN,SEDE,CASA ROSA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19 31 54.2940 S,45 16 4.4940 O,BOM DESPACHO,NA,3,PECUARIA LEITEIRA,NA,NA,0,0,35600000,310740610000002
43,3004,5,0,34,1,AVENIDA,NA,BRASIL,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,POSTO DE COMBUSTIVEL,1,NA,1,4,96503490,430300405000034
52,258,5,0,48,1,EDF,NA,SEM DENOMINACAO 3,0,SN,GRANJA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RECREIO DO PARAISO - JARDIM ALTEROSA,NA,6,GRANJA,1,NA,12,2,72910000,520025805000048
50,2951,5,0,19,2,ESTRADA,NA,BOM JESUS,0,NA,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ASSENTAMENTO SUCURIU,NA,3,ORTICULTURA,NA,NA,0,0,79560000,500295105000019
35,7001,5,0,23,1,RUA,CONSELHEIRO,ANTONIO PRADO,435,NA,LOJA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AA,NA,6,MIDIA ARTISTICA,1,NA,3,2,18550000,350700105000023
41,23501,10,0,4,2,LINHA,NA,SANGA NATAL,0,SN,OUTROS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24 51 10.0800 S,54 14 48.0540 O,SANGA NATAL,NA,6,IGREJA CATOLICA,1,NA,0,0,85892000,412350110000004
35,50308,13,0,147,1,RUA,NA,EDSON ANDRADE SILVA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CACHOEIRINHA,NA,6,EMPRESA DE MUDANCAS,1,NA,4,1,2765050,355030813000147
35,57006,5,0,3,1,AVENIDA,REVERENDO,JOSE MANOEL DA CONCEICAO,444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PROTESTANTES,NA,6,IGREJA PRESBITERIANA DE VOTORANTIM,1,NA,6,2,18111000,355700605000003
23,9805,10,0,5,2,ESTRADA,NA,CAITITU DE BAIXO,82,FNS,CASA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04 10 15.3420 S,38 52 27.6900 O,VOLTA DO RIO,NA,3,CHIQUEIRO DE CABRAS,NA,NA,0,0,62770000,230980510000005
31,44375,5,0,6,2,ESTRADA,NA,DO CAMPO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,CRIACAO DE ANIMAES,NA,NA,0,0,38658000,314437505000006
26,6606,5,0,17,2,SITIO,NA,MANCAMBIRA 2,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,CRIACAO CAPRINA,NA,NA,0,0,56580000,260660605000017
31,22306,5,0,1,1,RUA,NA,RIO DE JANEIRO,973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJA VAGA,1,NA,1,1,35500009,312230605000001
31,32404,5,6,36,1,AVENIDA,PADRE,LOURENCO DA COSTA MOREIRA,2128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO NOSSA SENHORA DE FATIMA,NA,6,LUBRIMINAS MAQUINAS EQUIPAMENTOS,1,NA,2,1,37502454,313240405060036
29,6501,5,0,4,1,RUA,NA,21 DE ABRIL,99,FNS,LADO,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CANDEIAS,NA,6,LOJA MODAL STYLE,2,NA,1,5,43800000,290650105000004
35,17406,5,0,20,1,AVENIDA,NA,VINTE E TRES,1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NOSSA SENHORA APARECIDA,NA,6,BAR,1,NA,6,3,14790000,351740605000020
11,130,5,0,4,1,TRAVESSA,NA,DEZ,2969,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJA DE ROUPAS E ACESSORIOS,1,NA,3,4,76868000,110013005000004
26,6804,5,0,102,1,AVENIDA,BARAO,DE VERA CRUZ,422,NA,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MONJOPE,NA,6,IGREJA EVANGELICA,1,NA,1,7,53600000,260680405000102
31,6200,60,69,253,1,RUA,NA,CENTRAL,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COPACABANA,NA,6,LOCACAO DE ESTRUTURAS METALICAS,1,NA,5,3,31550400,310620060690253
35,7506,5,0,144,1,RUA,NA,NICOLA ZAPONI,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM SANTA ELISA,NA,6,IGREJA,1,NA,1,2,18606120,350750605000144
31,48004,5,0,160,2,FAZENDA,NA,ALAGOAS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 37 19.9860 S,46 40 17.3640 O,ALAGOAS,NA,3,FAZ PROD LEITE,NA,NA,0,0,38700000,314800405000160
35,18701,5,0,70,1,RUA,VEREADOR,ORLANDO FALCAO,730,NA,LOJA,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JD PRAIANO,NA,6,LOJA DE ROUPA,1,NA,1,3,11450000,351870105000070
43,12351,5,0,4,2,ESTRADA,NA,LINHA BEJAMIN CONSTANT,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LINHA 12,NA,3,CULIIVO MILHO,NA,NA,0,0,99255000,431235105000004
33,1900,5,0,74,1,PRACA,NA,ALFREDO SERRANO,0,SN,LOJA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VENDA DAS PEDRAS,NA,6,ALUGA SE,1,NA,12,6,24800000,330190005000074
32,5200,25,8,5,1,AVENIDA,NA,ANA MEROTTO STEFANON,960,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,COBILANDIA,NA,6,OFICINA,1,NA,8,2,29111630,320520025080005
15,800,5,0,44,1,RUA,NA,DA COHASPA,103,NA,BOX,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,AGUAS LINDAS,NA,6,OLIVEIRA VIDROS,1,NA,4,5,67020370,150080005000044
35,49805,5,0,47,1,RUA,GENERAL,GLICERIO,4069,NA,BARRACAO,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,REDENTORA,NA,6,IMPACTO ACESSORIOS,1,NA,3,1,15015400,354980505000047
15,131,5,0,1,1,TRAVESSA,NA,JUSCELINO KUBITSCHEK,209,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ENXOVAIS CAMA MESA E BANHO,1,NA,10,2,68527000,150013105000001
42,19309,5,0,5,1,RUA,NA,ARLINDO DE MATOS,0,SN,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,STA TEREZA,NA,6,LOJA DE DECORACAO,1,NA,3,1,89560000,421930905000005
26,1706,5,0,38,1,RUA,NA,DEUSDET SANTOS AGUIAR,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTO ANTONIO,NA,6,BAR DO BERIN,1,NA,11,1,55152030,260170605000038
43,5108,5,21,27,1,RUA,NA,RICARDO MARTINI,10,NA,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CRUZEIRO,NA,6,CONFECCAO,1,NA,2,2,95000000,430510805210027
33,4557,5,24,240,1,RUA,NA,QUARENTA E CINCO,0,S N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CESARAO,NA,6,BAR E LANCHONETE,1,NA,7,3,23580050,330455705240240
29,1353,5,0,18,2,FAZENDA,NA,BOM JARDIM,6,SMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 06 44.3880 S,39 46 45.4680 O,BOM JARDIM,NA,3,CRIACAO DE CAPRINOS BOVINOS,NA,NA,0,0,48990000,290135305000018
41,8403,5,0,63,2,ESTRADA,NA,SANTA ROSA LINHA SAO MARCOS,0,SN,ENTRADA,4,ENTRADA,2,CASA,10,NA,NA,NA,NA,NA,NA,26 02 44.6220 S,53 06 35.2020 O,LINHA SAO MARCOS,NA,3,SITIO,NA,NA,0,0,85601970,410840305000063
22,7702,5,0,1,1,RUA,NA,RIACHUELO,513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,LOJA FECHADA,1,NA,10,3,64200280,220770205000001
35,25607,5,0,9,2,ESTRADA,NA,JRH 360,0,SN,SITIO,STO INACIO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22 18 20.7900 S,50 47 38.8260 O,BAIRRO STO INACIO,NA,3,HORTA,NA,NA,0,0,19680000,352560705000009
50,2209,5,0,28,2,RUA,NA,PRJETADA VI,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SEDE,NA,6,LANCHONETE,1,NA,10,4,79290000,500220905000028
29,31350,5,0,51,1,RUA,PADRE,ANCHIETA,242,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAO LOURENCO,NA,6,LANCHONETE,1,NA,2,1,45998002,293135005000051
31,69901,5,0,47,1,AVENIDA,NA,JESUS BRANDAO,49,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SANTANA,NA,6,FABRICA DE ACESSORIOS PRA MOVEIS,1,NA,6,5,36500000,316990105000047
35,15004,5,0,283,1,RUA,NA,BENJAMIN  VAZ  LUZ,336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM  DE  LOURDES,NA,6,PRESTADORA DE SERVICO,1,NA,7,6,6806000,351500405000283
25,15807,5,0,4,1,RUA,SAO,MIGUEL,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,GARAGEM DO MUNICIPIO,1,NA,7,3,58385000,251580705000004
52,19308,5,0,62,1,RUA,NA,PEDRO ROMUALDO CABRAL OU RUA DOZE,453,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO CENTRO,NA,6,RAIZFERTIL COMERCIO E REP DE INSUMOS AGR,1,NA,9,1,75920000,521930805000062
15,3804,5,0,34,1,AVENIDA,NA,PA 150,0,SN,BARRACAO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JACUNDA,NA,6,BARRACAO ABANDONADO,1,NA,12,4,68590000,150380405000034
41,5201,5,0,10,2,RUA,NA,ANTA GORDA,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BARRA BONTA,NA,3,PLANTIO DE VERDURA,NA,NA,0,0,83570000,410520105000010
41,5805,5,0,35,1,TRAVESSA,NA,ANGELO FRAZAO,281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RIO VERDE,NA,6,0FICINA MECANICA,1,NA,1,3,83404100,410580505000035
31,6200,5,65,377,1,RUA,NA,GAMA,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BONFIM,NA,6,DISTRIB MATERIALELETRIC0 E O LUCIO FALO,1,NA,4,3,31210220,310620005650377
21,3802,5,0,2,1,RUA,SANTA,TEREZINHA,399,NA,DEPOSITO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,FRABRICA DE CADEIRAS DE ESPAGUETE,1,NA,1,2,65765000,210380205000002
21,105,5,0,2,1,AVENIDA,NA,ANTONIO BACELAR,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,MERCADINHO DO PEIXE,1,NA,1,1,65505000,210010505000002
32,1605,5,0,5,1,RUA,SAO,ROQUE,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SAO JOSE,NA,6,MERCEARIA,1,NA,7,3,29960000,320160505000005
52,2809,5,0,5,2,FAZENDA,NA,FAZENDA JOSE DE LIMA LOURO,0,FUNC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16 34 22.2240 S,49 44 36.8820 O,AVELINOPOLIS,NA,3,FAZENDO,NA,NA,0,0,75395000,520280905000005
35,50308,68,0,183,1,AVENIDA,NA,DOS OURIVES,231,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JARDIM SAO SAVERIO,NA,6,SALAO DE BELEZA,2,NA,3,3,4194260,355030868000183
26,12604,5,0,1,1,RUA,NA,TIRADENTES,237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PAULO GUERRA,NA,6,IGREJA CONGREGACAO CRISTA NO BRSIL,1,NA,3,2,56380000,261260405000001
29,18456,5,0,1,1,PRACA,NA,JOSINO EDUARDO BRITO,1,FUNASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,IGREJA CATOLICA,1,NA,10,2,45834000,291845605000001
11,346,25,0,2,2,LINHA,NA,NONA LINHA,46,FUNASA,CASA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 10 51.0720 S,62 13 51.9240 O,ALVORADA DO OESTE,NA,3,CRIACAO DE BOVINO PARA ABATE,NA,NA,0,0,76930000,110034625000002
51,8055,5,0,8,2,ESTRADA,NA,SERO AZUL,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10 30 18.7440 S,54 43 42.5880 O,SERO AZUL PERU,NA,3,PECUARIA,NA,NA,0,0,78505000,510805505000008
42,12106,25,0,7,2,ESTRADA,NA,LINHA ORSOLIN ATE SAO BRAS,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,LINHA SAO BRAS,NA,3,CRIACAO DE SUINOS,NA,NA,0,0,89887000,421210625000007
33,456,5,2,133,1,AVENIDA,NA,ALBERTO SAMPAIO,330,NA,LOJA,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RECANTUS,NA,6,BARRACA,1,NA,1,3,26100000,330045605020133
32,1001,5,0,9,2,CORREGO,NA,ANGELIN,36,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18 31 16.5420 S,40 12 18.8040 O,CRUZEIRO,NA,3,SITIO,NA,NA,0,0,29845000,320100105000009
29,21302,5,0,12,2,AVENIDA,NA,LOMANTO JUNIOR,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,GALPAO DE FERRAMENTAS,1,NA,1,10,45315000,292130205000012
21,5302,5,0,18,1,PRACA,NA,EMILIANO DE MELO AZEVEDO,64,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ENTRONCAMENTO,NA,6,DEPOSITO DE LOJA DE AUTO PECAS,1,NA,5,2,65903140,210530205000018
29,10800,5,8,128,1,RUA,NA,B,103,SUCAM,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MUCHILA,NA,6,MADEIREIRA,1,NA,1,35,44006330,291080005080128
33,4557,5,23,102,1,RUA,NA,OITICICA,501,NA,FRENTE,NA,APARTAMENTO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CAMPO GRANDE,NA,6,BARRAQUINHA,1,NA,4,3,23075130,330455705230102
24,8003,5,0,108,1,RUA,NA,MEIRA E SA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,MOSSORO ACUCAR,1,NA,13,2,59610120,240800305000108
29,33158,5,0,17,2,FAZENDA,NA,RIACHO DOS MAIA,24,SMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11 08 33.3000 S,40 53 2.6580 O,VARZEA NOVA,NA,3,FAZENDA,NA,NA,0,0,44690000,293315805000017
43,11007,5,0,17,1,RUA,GENERAL,CAMARA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,ESCRITORIO DE CONTABILIDADE E DELEGACIA,2,NA,1,2,96300000,431100705000017
23,3303,10,0,2,2,SITIO,NA,UMARIZEIRA,116,SMS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06 33 58.5780 S,39 19 9.7019 O,UMARIZEIRA,NA,3,PLANTACAO DE MILHO,NA,NA,0,0,63530000,230330310000002
29,19801,5,0,44,2,ESTRADA,SANTA,TEREZINHA A BOCA DO POCO,11,FNS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 02 4.3920 S,42 24 17.6220 O,SANTA APOLONIA II,NA,3,CRIACAO DE BOVINOS,NA,NA,0,0,46500000,291980105000044
31,6200,5,65,9,1,RUA,NA,PARA DE MINAS,628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PADRE EUSTAQUIO,NA,6,BARATELLO MOVEIS E DECORACOES,1,NA,8,3,30730440,310620005650009
41,5904,10,0,2,1,AVENIDA,SAO,PAULO,132,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ALTO ALEGRE,NA,6,BAR VAGO,1,NA,22,4,86690000,410590410000002
31,48004,5,0,74,1,TRAVESSA,NA,JOAQUIM SEBASTIAO BORGES,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA GARCIA,NA,6,COLOCACAO DA ANTENA DE CELULARES,1,NA,3,2,38703182,314800405000074
29,15502,5,0,10,1,RUA,NA,OLAVO BATISTA,524,NA,DEPOSITO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITAJUIPE,NA,6,PADARIA JESUS PAO DA VIDA,1,NA,2,2,45630000,291550205000010
29,9109,5,0,1,1,AVENIDA,SAO,JOAO,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CORIBE,NA,6,AGENCIA BANCARIA,1,NA,22,2,47690000,290910905000001
50,3702,5,0,199,1,RUA,NA,HAYEL BON FAKER,2191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,JD SAO PEDRO,NA,6,OFICINA DE MOTOS,1,NA,2,2,79810050,500370205000199
22,11001,5,8,142,1,QUADRA,NA,5,11,SETOR C,LADO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MOCAMBINHO 1,NA,6,DESOCUPADO,1,NA,3,2,64010270,221100105080142
29,19801,5,0,25,2,SITIO,NA,NOVA ESPERANCA,0,SN,CASA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 04 21.4200 S,42 26 58.2180 O,NOVA ESPERANCA,NA,3,AVIARIO,NA,NA,0,0,46500000,291980105000025
29,27408,5,22,22,1,RUA,NA,ITAQUARACI,24,FNS,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOA VISTA DO LOBATO,NA,6,BAR,1,NA,2,4,40480000,292740805220022
22,1507,5,0,35,2,RUA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARAIBAS II,NA,6,ASSOCIACAO,1,NA,1,2,64190000,220150705000035
31,66709,5,0,17,1,AVENIDA,SAO,FRANCISCO,236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CENTRO,NA,6,BAR,1,NA,9,4,39868000,316670905000017
23,4400,5,12,1083,1,RUA,NA,ANA BILHAR,940,NA,APARTAMENTO,1401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BAIRRO MEIRELES,NA,6,LULLAS BUFFET,1,NA,3,1,60160110,230440005121083
31,36652,10,0,4,1,RUA,SANTA,LUZIA,50,NA,TERREO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BOA VISTA DA SERRA,NA,6,FRATERNIDADE ESPIRITA,1,NA,8,9,35675000,313665210000004
41,14807,5,0,9,1,AVENIDA,NA,MASSUO YOSHIY,2902,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARQUE INDUSTRIAL II,NA,6,FOLHINHAS GUARANY,1,NA,6,8,86990000,411480705000009
42,11009,5,0,24,2,ESTRADA,NA,VOLTA DE ERVAS,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27 11 42.1500 S,53 30 8.3520 O,ERVAS,NA,3,GADO LEITEIRO,NA,NA,0,0,89893000,421100905000024
52,15009,5,0,9,1,RUA,NA,B,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SETOR DIM DIM,NA,6,CRECHE,1,NA,3,1,75470000,521500905000009
52,5307,5,0,7,2,ESTRADA,NA,ENTORNO DO ARAI,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13 37 39.6900 S,47 45 45.0720 O,ENTORNO DO ARAI,NA,3,PEQUARIA,NA,NA,0,0,73790000,520530705000007
53,108,5,20,75,1,EDF,NA,AVENIDA VARGEM DA BENCAO,0,SN,CHACARA,29,CASA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RA RECANTO DAS EMAS,NA,2,NA,NA,NA,1,4,72600000,530010805200075
42,5407,5,0,206,1,RODOVIA,NA,SC 405,1214,NA,FRENTE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RIO TAVARES,NA,6,ADVENTURE PELICULAS,1,NA,2,12,88000000,420540705000206
35,50308,33,0,21,1,RUA,NA,GOMES DE LISBOA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PARQUE BOA ESPERANCA,NA,6,OFICINA MECANICA,1,NA,2,5,8341190,355030833000021
26,10707,5,0,87,1,AVENIDA,NA,NELSON FERREIRA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MARANGUAPE 1,NA,6,GRAFICA,1,NA,4,3,53441560,261070705000087
50,4304,5,0,10,1,AVENIDA,NA,JOAO GARCIA,0,SN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VILA JARDIM AEROPORTO,NA,4,ESCOLA MUNICIPAL TANCREDO NEVES,1,NA,16,4,79960000,500430405000010
35,56453,5,0,59,1,ESTRADA,NA,CAUCAIA DO ALTO,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TIJUCO PRETO,NA,6,RESTAURANTE,1,NA,1,16,6730000,355645305000059
35,13801,5,0,309,1,RUA,NA,RAFAEL G RODRIGUES,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SERRARIA,NA,6,CASA DE RACAO,1,NA,15,3,9980230,351380105000309
